transaction_id,customer_id,merchant,amount,location,transaction_time,card_present,card_type,currency,fraud_pattern,is_fraudulent
9589c329-cbcc-45f0-b677-f8cd8a7a1040,5f08a7f7-d711-47a8-9653-341ce27b352b,Decker and Sons,1964.92,Wolfville,2025-03-24T00:14:11.685080,False,business,USD,,
05453591-116c-44ae-8a61-66227806e61b,56dee12f-5a3c-4f9b-a848-77ef9a943be6,"Martin, Perry and Wallace Grocery",101.26,New Davidland,2025-03-24T14:06:56.785759,True,business,USD,,
50176f21-ddce-4015-89ab-52b658ba29b3,01bffa3d-a588-47f2-bbd6-2262eee4b26d,Gilbert-Williams Entertainment,57.52,Emmabury,2025-03-24T14:14:59.886650,True,debit,USD,,
c29f6c3a-24b9-4fa4-94f6-dc060ce3b699,e87dd6ba-1cc3-4197-b820-89f4d09b20a9,Stafford-Ferrell Subscription,227.91,North Hollyland,2025-03-24T23:26:13.987746,True,platinum,USD,,
88a0ada0-75c0-4cad-95ed-2e7ffc77af76,4b024623-3543-4ca8-9832-866eb3afde7a,"Gray, Hamilton and Walters",171.4,Timothymouth,2025-03-24T15:28:25.088364,True,virtual,USD,,
8bcd8db6-b9ad-4242-8731-a164b99d28f2,667ade85-e6bc-4b5c-85c5-d642cb08fd2f,Freeman-Oliver Healthcare,46.56,South Brittany,2025-03-24T14:20:58.189045,False,platinum,USD,,
53028d90-970d-47bb-b476-e34f2bc08467,643bd2d5-56ca-44cf-a958-0434bcb46dc0,Heath and Sons Retail,104.06,Rebeccamouth,2025-03-24T03:49:07.290034,True,credit,USD,,
062b5f14-12c3-4db7-9f64-5cb1d373b2a7,e33d46cb-a1ad-456d-9b28-782806682cf1,Jones PLC Entertainment,292.42,Rosarioton,2025-03-24T20:23:15.391126,True,credit,USD,,
133dbb7d-ff9e-47e0-b702-13e37a91c3f0,477f7355-ae95-4e61-bade-0d591be6e652,Johnson-Mathis,2264.96,New Nicoleton,2025-03-24T10:38:03.492159,True,credit,USD,,
f548ab81-1a41-4777-b4d0-cbf46d6b1cb3,9f9a6014-d780-4b62-bdf6-64bdc7fc8556,"Butler, Schroeder and Barker Travel",38.08,Lake David,2025-03-24T15:00:27.593387,False,credit,USD,,
2c07c80a-c329-4e7c-9880-bc0cc8edbd3c,f957aeae-409e-4d55-9bab-3fbc8085c489,Baird Ltd Subscription,82.89,North George,2025-03-24T10:59:47.693790,True,platinum,USD,,
7d0a9977-c8e7-497c-b3d5-c89867bcabd8,7589e194-51e2-4d3d-a9c4-fc781bc2593b,"Jones, Wiggins and French Subscription",13.04,Tylerside,2025-03-24T10:11:47.794351,True,virtual,USD,,
4152ec55-5d0d-45e3-b4f5-d68e689f0966,1ef65f45-b044-4a45-a8f1-8232f7b749ae,Meza Group Travel,44.07,East Samanthaton,2025-03-24T05:51:53.895103,True,debit,USD,,
3bb50847-2b51-4547-a510-8af5c1c46922,f7b1f4f6-1d16-43a2-9bc6-7d6de579f01b,Graham and Sons Travel,449.7,South Ralph,2025-03-24T10:26:41.995823,True,credit,USD,,
ee4a16e9-c8db-4e66-884a-06dbeca03b8c,85f73977-a613-4180-9050-97f1e26fc71c,"Schroeder, Singh and Macdonald",475.87,New Pamela,2025-03-24T12:54:17.097067,False,virtual,USD,,
adbd2c83-20d4-41b3-92d3-947ddbfcc8ca,2a4c43bc-76a1-43b5-9367-6d7e6c39ae80,Heath and Sons Retail,474.44,Kaylaport,2025-03-24T14:25:48.197777,True,credit,USD,,
b7ebf5dd-22c0-47c9-bc0f-c136c67c0c80,5e138fae-986f-40dd-b5ec-bd4b232f483d,"Butler, Schroeder and Barker Travel",189.99,South Brendaberg,2025-03-24T17:46:39.298948,True,business,USD,,
7a23de92-a4f7-4e7c-aa81-01ea7f226d45,f925b83c-f0c2-46f1-8215-3c2166665fd7,"Nguyen, Allen and Maldonado Subscription",69.23,New Staceytown,2025-03-24T00:46:24.399605,True,business,USD,,
953ba00a-05e0-4eff-b31d-5a414507a4c3,8e6ae764-5963-4deb-8550-ce285b71c36c,"Jones, York and Estrada Healthcare",346.25,Port Robert,2025-03-24T16:44:02.499916,False,business,USD,,
fc3fc348-e7dd-481b-a43d-6d23e080b8be,3834dc56-79b0-4511-802b-23e2d4054134,Jones PLC Entertainment,47.08,South Albertside,2025-03-24T07:48:14.600492,True,debit,USD,,
7a1b7321-2b90-4623-a09f-0c0437ace91f,e713f582-87c5-49c8-b7c9-f0bd7c7364b4,Day-Williams Subscription,150.93,North Jason,2025-03-24T16:38:08.701091,False,platinum,USD,,
8cc72b75-a136-44eb-9edc-26469f7abb10,0f15d90f-7e99-4a47-90de-9f23e9b78db6,Ramos Inc Healthcare,2298.23,Perezside,2025-03-24T15:09:08.802062,True,virtual,USD,,
e9ee9616-3431-457f-bc2c-9f67cfdf83ae,d7145b2f-71bf-491c-8e15-3b511e85b22a,"Walton, Smith and Horton Entertainment",3778.5,Port David,2025-03-24T14:45:12.902844,True,virtual,USD,,
d621be5e-435b-4b2a-b805-a707cf47e438,c411db82-55cd-4e43-b23a-9c057e80e5f7,"Butler, Schroeder and Barker Travel",93.91,New Ashley,2025-03-24T01:30:07.003171,True,debit,USD,,
924303bb-577b-4716-b081-1d6ff4745b7c,abe7bea8-d94e-4b26-9081-398fcac65a99,Freeman-Oliver Healthcare,283.26,Danielshire,2025-03-24T22:30:33.104186,True,business,USD,,
efa38840-78f0-4cf0-bcd1-17e7f45add74,92cf191a-b275-4164-86c2-6cce2473e389,Graham and Sons Travel,99.69,Rebeccatown,2025-03-24T18:15:46.204896,True,virtual,USD,,
584f0e69-dc6c-4303-8e54-61308d24a5cf,416a6575-ca24-43db-a263-11e735ff4234,"Taylor, Mooney and Wright Retail",267.96,Campbellchester,2025-03-24T21:24:27.305879,True,debit,USD,,
3568b768-bfda-4daf-bf58-2d865479b36e,bc7a4058-4af6-4c7f-a304-241702ebc357,Zimmerman and Sons Grocery,0.01,South Jason,2025-03-24T13:54:35.406673,True,business,USD,,
6f9f54ab-009d-4294-838e-bc720e9b6f28,b5774885-c2ac-4d21-9bbe-c9fcabf8844e,"Jackson, Chapman and Sutton Grocery",1509.1,Lake Ashley,2025-03-24T21:49:27.507139,True,virtual,USD,,
afc4b0f1-5abf-4908-9a03-aff6a17319fc,28bd5a70-bb9e-4bbe-a494-27836738279c,Santos LLC Healthcare,197.23,Hancockbury,2025-03-24T18:30:20.608271,True,platinum,USD,,
0983cea1-bccc-4bb4-9870-7cf13c9a75c4,280f04b4-8fc6-480c-b478-5a6f7bd6b324,Vazquez LLC Subscription,1542.67,Strongburgh,2025-03-24T04:24:13.708820,True,debit,USD,,
70345287-56dd-4149-9894-09072ca4c8da,4fc343a4-df8a-4488-8e28-06d9fe2141f6,Rodriguez-Jackson Restaurant,217.27,Villegasland,2025-03-24T13:48:44.809624,True,credit,USD,,
443f1376-05f1-4718-80a0-1db5bf4b5528,06c6d315-6e7a-445c-9154-8cf4b2855775,"Cox, Lewis and Simmons Retail",398.49,Port Nicholastown,2025-03-24T12:56:24.910643,True,debit,USD,,
fba73ab1-8309-40e5-a316-9b95c3e06c6d,edf12ebe-82a7-4093-93a9-bf43c2970849,Moss-Jennings Entertainment,459.64,South Sheri,2025-03-24T11:42:22.011536,True,business,USD,,
54a9dfd1-9e82-4034-8893-95123ca42a58,bb76ef6c-caaa-4252-b198-7357ebc37d38,Thompson-Whitaker Travel,564.05,Danielhaven,2025-03-24T21:42:14.112385,True,business,USD,,
046185df-cb37-438b-9022-92edbe0ae31f,0aa59b20-1514-411d-893c-d1cc94f03e5a,Aguilar and Sons Restaurant,300.1,Ramirezstad,2025-03-24T17:25:16.213680,False,business,USD,,
b0e79bc0-28c4-41c1-8c33-05a3309b0a8a,59613506-dabb-41f0-b37d-954c2026d5a9,Wise PLC Entertainment,99.87,Port Michael,2025-03-24T11:58:29.314499,True,debit,USD,,
b934e556-0377-450f-8b68-d21520e48dcc,f41d69e0-bdf6-4a5e-8975-3ee63eb12719,Sellers-Brown Healthcare,379.55,Laurafort,2025-03-24T15:10:30.414980,True,virtual,USD,,
5a456b9d-cafb-4eae-8aed-f26f0789776b,f22b4659-f2e4-4b96-b941-a01cbd341ce2,Roberson Inc Retail,96.0,Port Wesleyshire,2025-03-24T03:21:13.515543,False,business,USD,,
4507adc7-8f10-4c1c-84ec-9f6faa0263a1,211e1e95-5f0f-4825-852c-96d58d0bb8ad,Wise PLC Entertainment,180.98,Simpsonchester,2025-03-24T16:37:37.616413,True,debit,USD,,
954fdb5f-be1d-4600-9ace-4c78d0e6c259,b93becd0-534e-472a-9433-c736eecf640e,Stevenson Ltd Entertainment,1389.36,Port Alejandrashire,2025-03-24T09:18:03.717067,True,credit,USD,,
d64bfe36-f3c8-4659-a506-7df54bcd7346,abbb3dde-a8ab-4785-9d89-661a5314647e,Smith Inc Entertainment,309.82,Josephton,2025-03-24T16:25:38.818004,False,platinum,USD,,
f3934fce-b72f-4516-973e-09d611d4800c,b64c1438-b3e2-43e1-9c76-2295a16dee05,Adams-Davis Retail,489.69,South Kennethborough,2025-03-24T14:08:01.918714,True,credit,USD,,
ba57b44c-4f49-444a-9b55-1e669724f345,4fc54158-c15e-4020-bd1b-d5e893b01f5c,Ramos Inc Healthcare,304.54,Garyburgh,2025-03-24T15:35:22.019553,False,platinum,USD,,
dd77c067-ba41-4ad7-b38a-3da619b582ff,3ce7f5ca-d1b4-4fc5-bca1-6bdfce287447,"Martin, Quinn and Holt Retail",53.34,South Robertborough,2025-03-24T09:06:25.120468,False,platinum,USD,,
e829d8af-0a64-4713-be47-00bb317a9311,470cb869-5eeb-400f-a5b5-c426f37d27d5,Young Group Retail,477.37,South Elizabethberg,2025-03-24T07:14:38.220680,True,debit,USD,,
419fb515-7a8f-4562-af9b-74071e82fd02,2b9cdc5c-606f-4f85-a7c2-e6cecef26ed8,Singh LLC,114.03,West Tiffany,2025-03-24T02:14:43.321385,True,debit,USD,,
0898d614-b69d-4855-8eaf-cda969790225,15d865f8-bd75-4605-98be-19dd0fdcd5be,Lara Inc Subscription,80.2,Bensonfurt,2025-03-24T20:44:12.421897,False,virtual,USD,,
5a57e6d0-57fe-402b-a120-cb39d1c9ca07,e33d46cb-a1ad-456d-9b28-782806682cf1,Wise PLC Entertainment,313.36,Jasonfurt,2025-03-24T19:24:20.522206,False,credit,USD,,
2c003538-189e-4a12-8e05-dfdca409eaad,f2a2cd2d-eb10-4ad4-b598-642db73f00e8,"Jackson, Chapman and Sutton Grocery",76.67,Adamtown,2025-03-24T15:27:06.622814,True,business,USD,,
862cc95a-1b0c-4f92-91d0-ddcede32e7bd,c32eb391-5485-4f81-ae25-69eaad946883,Young Group Retail,378.77,Shaunfurt,2025-03-24T12:13:16.723382,True,platinum,USD,,
6f45a2a2-3cc6-4a7a-a1d9-f329866d8856,12345069-2ebb-4c8b-8f9c-0f9663675df4,Stafford-Ferrell Subscription,239.61,Alexafurt,2025-03-24T15:40:27.824032,True,credit,USD,,
bea8c44f-4dd9-44c2-b42f-ead3191c28c5,40c6e43c-29de-4949-bf17-7ba87d632f9d,Meza Group Travel,166.92,New Tammy,2025-03-24T09:51:30.924630,False,credit,USD,,
fd802467-6814-48d5-8a56-2e21a939dcc4,8ad95a18-7f40-4b40-acb0-99d14611c7f1,"Hernandez, Lewis and Reyes Grocery",62.11,South Carrie,2025-03-24T08:07:47.025162,False,platinum,USD,,
ad043d2a-b2d8-4c49-a99c-601bc7c9cd3c,30adddbc-b2f7-40d2-988c-325649520b56,"Richard, Henry and Owens Travel",84.61,Lake Sabrinaberg,2025-03-24T14:10:51.126200,True,platinum,USD,,
976924b2-d90c-4c4a-9b6f-e4c00b84adbf,d7e087d9-6c21-45c6-81e9-a02ebe4753b1,Gonzalez Inc Subscription,382.16,Raymondton,2025-03-24T13:30:00.226568,False,credit,USD,,
48916d5f-2b7f-4b72-8982-d1e4adbc4558,1bafaa1e-49a7-4ce2-87e7-6bf82358af4f,Stevenson Ltd Entertainment,60.61,Johnton,2025-03-24T20:59:31.327773,False,platinum,USD,,
98a73740-da47-4ad1-884e-c1e0bcb6746d,7e02a50c-dc68-469b-8bb0-05497b1ef2cb,Smith Ltd Retail,9437.09,Jenniferstad,2025-03-24T16:31:39.428502,False,business,USD,,
a9a33038-2e6b-49c8-8796-8b9167d85826,aba380b9-ae55-4800-819d-6eac1889a545,Sellers-Brown Healthcare,432.42,Calderonborough,2025-03-24T08:28:53.529441,True,virtual,USD,,
bde83a02-31d9-42ee-ab67-60bb8e1d8fbe,02be7b14-5717-4dcf-83d0-1913604bcea4,"Wallace, Rodriguez and Carr Subscription",70.8,Matthewstown,2025-03-24T16:20:54.629925,False,credit,USD,,
849432dc-1072-47e5-ad99-bbc2b5f312b2,1e1dfb76-882d-49b7-95fd-7cc622f9e94b,"Norris, Russell and Guzman Retail",73.62,East Danielside,2025-03-24T11:15:17.730664,False,debit,USD,,
9d71c06d-3279-4519-8ada-b72ca8e0ae14,4a500e00-f2e9-4f05-8cc0-96e9278823a0,"Martin, Perry and Wallace Grocery",29.81,West Ambermouth,2025-03-24T11:59:01.831337,False,credit,USD,,
73ac25c1-18ef-4c64-a609-ba4a8d4d039a,739662a4-2c00-458d-a468-cad08894189f,Griffin PLC Healthcare,289.77,Alvarezbury,2025-03-24T10:10:49.932123,True,business,USD,,
cb8bf8b5-1096-4b23-8060-a1b96d942296,15a7fc0e-77de-4366-95af-c9b2a4df9cce,Ramos Inc Healthcare,80.62,Debrastad,2025-03-24T07:59:47.032927,True,business,USD,,
37697bb8-1c2c-4775-88e0-0ab94b38fd9e,627b6a3c-e5bc-4d75-97ad-d21d512bf7dd,"Butler, Schroeder and Barker Travel",95.79,Sarahton,2025-03-24T13:45:11.133797,False,debit,USD,,
f995b9c5-c482-4c8d-a1f9-076e06154e84,228665ec-75eb-4657-a3f9-2070bab640e2,"Scott, Cain and Mckay Restaurant",74.51,Jacksonbury,2025-03-24T08:50:31.234277,True,platinum,USD,,
9fae962b-e339-4a9e-ac90-27e98f34e51f,d06a4000-bab4-480b-a759-054996ea143d,Day-Williams Subscription,562.54,Mcmahonville,2025-03-24T00:40:56.334776,True,platinum,USD,,
f19d663c-b736-400e-875b-ff9a41581cac,3543b1da-881b-4a08-a3fd-a404afc38153,Lara Inc Subscription,374.79,West Anthonyton,2025-03-24T17:23:55.435486,True,business,USD,,
3bac89d0-d434-4b74-a515-72a0d348687c,224c7573-772c-42b7-9033-f7198d6cdb1c,"Ward, Warner and Williams Retail",20.59,Danielside,2025-03-24T10:28:24.535797,False,business,USD,,
6cc6081e-8a9b-4f73-95ca-1350d73ae218,b52ad4be-8264-4a64-8fa8-2dd9718b12d1,"Jones, York and Estrada Healthcare",25.65,Davidmouth,2025-03-24T17:40:15.636346,True,credit,USD,,
a417cbde-e4d5-4306-a78b-2a9cf1f6c250,8973e39f-6eb7-4f42-98ba-d2eb40905b96,"Taylor, Mooney and Wright Retail",279.83,North Frankside,2025-03-24T18:46:26.736556,True,virtual,USD,,
4942a5c1-944d-422e-8b9a-daf9683d290b,f7720a25-847b-4fa3-9845-aae04b007171,Fox-Brewer Subscription,94.6,New Douglas,2025-03-24T14:56:03.837244,True,credit,USD,,
5bc6415d-aa6a-4c6e-9c67-5cecd4d343bd,ffa9e7b7-3bdd-417f-8b92-dad4c8faaff7,Hall-Deleon Grocery,0.01,Port Stephanie,2025-03-24T20:09:24.938098,True,business,USD,,
803804f5-b77e-487b-ad87-48f4e54ff3c8,9a006547-1532-40b1-8794-298c203654fc,"Porter, Lewis and Torres Retail",179.37,Allenmouth,2025-03-24T10:03:55.038925,True,virtual,USD,,
0f2d21da-6828-4c45-9918-cd9dfc9737ac,01363b78-1583-442d-94c0-bbd331067c35,Hays LLC Travel,1808.41,Elizabethtown,2025-03-24T10:16:42.139246,True,credit,USD,,
373ff38d-31e1-4d28-98cd-66a9a686508f,567b66f0-f0ed-459a-b756-c0050a8156a6,Rodriguez-Jackson Restaurant,23.05,Port Christopherbury,2025-03-24T15:54:48.240008,True,virtual,USD,,
4d34eb4c-48cb-4c3c-b993-e80d2a1a48bf,ce14b64d-93ef-4a91-8529-8e279e45d94e,"Cook, Baker and Gilbert Healthcare",42.27,Murrayview,2025-03-24T11:25:03.340646,False,debit,USD,,
527f9193-fc56-4d83-8faa-f4112a381470,5eb27fe0-9d50-4cef-9c97-863965aa5670,Moss-Jennings Entertainment,7222.66,Davidbury,2025-03-24T22:02:26.441410,True,platinum,USD,,
7809bb10-9b4b-477d-81c1-9abaa863098f,db39d940-f58a-4af4-83b0-2d18b362847b,Johnson-Mathis,451.53,Martinville,2025-03-24T14:13:47.542020,True,business,USD,,
75a251ef-152b-4e12-8ff9-313eb6a7d62e,994273f4-95fc-4749-975d-230aa750cc6c,Neal Group Travel,270.02,Wayneport,2025-03-24T17:43:33.642698,True,debit,USD,,
e627f6de-f23f-42b3-8dbb-cb598a8ec610,2f3e95ca-df7f-4dba-b42f-503835621cd4,"Ward, Dennis and Lewis",413.55,West Ryanchester,2025-03-24T17:46:30.743867,True,business,USD,,
a3e48c48-5d62-493e-8c29-854e3b4b8ebb,c63ad401-9c0c-48cd-bbaa-77b623fcb573,Thomas-Myers Healthcare,2613.2,Davisstad,2025-03-24T11:16:02.844663,True,debit,USD,,
b44899dd-4990-41dc-9a04-20fd09fdc119,85b9adcb-e829-4b8f-adba-3e3e552f60b4,Sanchez Group,415.8,Stephenside,2025-03-24T14:17:22.946167,False,debit,USD,,
ca4b5cf4-23b6-4c76-8b45-35001bb60acc,261f37c7-9dfa-4947-ad39-7e92cf852151,Valentine-Hogan Subscription,443.46,Leeberg,2025-03-24T12:06:51.047181,False,platinum,USD,,
06b0fe5b-75a6-4c2e-a3a0-c30caed369fe,04476e89-7062-4906-a572-aec8e510c0ca,Conley Group Entertainment,96.03,Ramirezside,2025-03-24T09:12:08.147612,False,debit,USD,,
fb9e040e-a93d-4de9-81c0-09bdba769053,236bf1b8-8c86-4390-ad44-08b95d34918f,Sellers-Brown Healthcare,53.59,Kristinefort,2025-03-24T10:37:31.248218,True,virtual,USD,,
7015ac13-3ccd-4b3e-bf4f-e0563edc4c29,ed1c8361-c9c6-4801-8c01-7d38a1ba873c,Castillo Group Restaurant,377.46,East Paul,2025-03-24T12:19:19.349011,False,business,USD,,
b7cb02c2-4a54-45c3-9643-5bb762fcf5bf,9bb0b6f1-384d-411a-ad82-79e3e70eea63,Ramos Inc Healthcare,2559.23,Millertown,2025-03-24T02:10:50.450370,True,debit,USD,,
676c56a7-8e40-491d-8b70-afbce6f71d05,e92b8129-afde-40ce-817b-037f2b4d48d6,Robertson and Sons Retail,471.46,Vickiburgh,2025-03-24T11:55:17.551185,True,business,USD,,
e8831be1-eabd-483f-8115-21e7301e2470,f0b75cf1-2a3c-4608-9b9d-1cddc6e6b512,Carr Group Entertainment,378.08,Jaymouth,2025-03-24T18:46:34.652843,True,virtual,USD,,
f3643a44-ad03-4d3d-9618-496b96cb00a3,ad412f61-9eca-4d1f-91de-35e1cf4d2bdc,Freeman-Oliver Healthcare,12.39,New Allen,2025-03-24T12:50:09.753904,False,credit,USD,,
8db3ca5c-46f5-4a11-b3fa-bcd454bcbf60,ac08bc73-8592-4237-a51e-5876c02632b0,Mcmahon Group Restaurant,320.16,North Lisa,2025-03-24T18:13:57.855321,True,virtual,USD,,
6a6f5f9b-2cb5-4f38-b207-ae7c9749b219,86b804f3-68b4-4354-8db9-136e772a9966,Bishop-Robinson Restaurant,63.21,Debbieborough,2025-03-24T14:10:05.956539,True,business,USD,,
6a9fde54-3215-4156-bc9f-66ee58fdb830,11f11d11-9182-46aa-8da5-b71eaea60fda,"Hamilton, Williams and Johnson Entertainment",35.71,Lake Davidfort,2025-03-24T13:25:50.057308,True,business,USD,,
95c5b48a-db07-4e10-89f5-a5d22f53fb07,948c53ec-b1fb-4119-aae7-5b5baecf8e08,"Martin, Perry and Wallace Grocery",385.61,Port Andrew,2025-03-24T23:15:53.158108,False,platinum,USD,,
8b9a69f8-4e2c-4dd7-a33f-3a92dc0d20ea,4fdfc954-ecc7-45cb-a3b0-54b96774b598,Medina-Fox Grocery,224.69,Lambberg,2025-03-24T23:40:08.258365,False,virtual,USD,,
ee06d942-653b-4324-8d99-c654c9a273a0,1b31bf65-a808-48b2-ad06-708dde67aeba,Myers LLC,446.38,East Shane,2025-03-24T10:16:36.359182,True,business,USD,,
1a36fa8e-aa0c-4027-b662-5c572dd49105,38ea4be3-6aa3-4b95-bc3b-d3e886b3797f,Walsh and Sons Grocery,377.48,Kendrabury,2025-03-24T23:10:51.459676,True,business,USD,,
f8158a34-f171-473b-a29b-09be6340ac3d,dfdb9e13-b9cb-4efb-8939-7ee4f3bbce19,"Davis, Giles and Mckay Healthcare",23.43,Robertville,2025-03-24T11:09:29.560368,True,debit,USD,,
d3a9cdea-f7be-430f-9f8b-492d5bad1dc4,058be0c3-7fed-4056-abee-125c38cf17f9,Day-Williams Subscription,364.86,West Stephen,2025-03-24T17:02:54.661213,False,debit,USD,,
52397f32-be43-496e-af25-fbcc12ba1da9,5820b130-55c4-43b1-87f4-4425cdedd75b,Barnes-Frey Travel,466.46,Gordonshire,2025-03-24T11:40:34.761999,False,debit,USD,,
98bc9de6-1f83-41d1-b639-05ad62e4b9fb,92cf191a-b275-4164-86c2-6cce2473e389,Leblanc PLC,218.63,East Barbaramouth,2025-03-24T15:42:51.862925,True,virtual,USD,,
9ec441af-d923-43ac-95ff-2c72838430e6,172fc463-0f93-46dc-a58d-ae7bfa9b0fef,Smith Group,26.07,East Mary,2025-03-24T15:17:29.963342,True,debit,USD,,
67bc8d7e-a203-4806-a4d7-d2ef44c46a7f,3ce9cc64-2aa7-4714-a9e3-38896f2a15de,Santos LLC Healthcare,27.37,Lake Laurafurt,2025-03-24T16:18:40.064094,True,platinum,USD,,
f021096f-fa79-4e12-83f3-2b480d2e9da4,51ed7917-f290-4cae-b020-ea33e330aeed,Carr-Powell Retail,8949.17,West Shirley,2025-03-24T11:22:27.164478,True,business,USD,,
89ddc785-005a-4ed3-b0c6-29c98acbe9fa,6c05e417-b137-4d75-a95e-81de0c2ccccc,"Huerta, King and Montgomery Grocery",230.68,Diazberg,2025-03-24T14:30:00.265033,True,debit,USD,,
c77554e4-7f85-4a7d-9b6f-fe634c9f074f,7f576258-e275-4639-9f2b-a377821d6dd1,"Jackson, Chapman and Sutton Grocery",355.59,Sheltonview,2025-03-24T09:01:24.365895,True,credit,USD,,
941cd65f-6776-4308-bcf3-204dbcf19e8c,1e1dfb76-882d-49b7-95fd-7cc622f9e94b,Smith LLC Grocery,74.52,East Danielside,2025-03-24T08:03:24.466370,True,platinum,USD,,
bb09d679-b29a-4c1d-a5d5-7274cc0c539c,5809c48a-47db-46a2-af8c-a18d31f3b29a,Thompson and Sons Entertainment,219.51,Lauraberg,2025-03-24T20:09:35.567122,True,platinum,USD,,
5614a2b9-3f64-418a-b0d9-32154428f2e4,c40d47d1-b0ec-4ef6-a695-4c2f13b79fa9,Jones-Morgan Retail,17.27,East Jessicaview,2025-03-24T11:16:00.667900,True,virtual,USD,,
4052fdc9-6051-4ad4-8df6-55effba9d39b,211e1e95-5f0f-4825-852c-96d58d0bb8ad,Doyle and Sons Subscription,199.21,Lake Larry,2025-03-24T13:56:17.768310,False,debit,USD,,
cdcf665f-6557-48be-b31c-f4d258e6b878,8cd77473-abbd-4f35-8718-d7f6ad5e7940,Irwin Group Retail,214.24,Shannonbury,2025-03-24T14:50:20.868892,False,platinum,USD,,
52ce5623-18df-4da3-9001-a480868d02a9,02b7ba33-f37c-4140-b232-806fc1b0c5d7,Davis-Dominguez Retail,459.02,West Adrian,2025-03-24T17:28:15.969316,True,virtual,USD,,
453c96ee-bc3b-45e0-b224-d2f5037f5d2d,31fa34bb-e66b-4091-b4e9-f7b199133a3d,"Schroeder, Singh and Macdonald",386.63,North Henry,2025-03-24T17:47:22.069790,True,business,USD,,
abc0e989-7708-43b1-a6c6-0e1e2a3529bf,edaa43bb-1fd5-4cb3-9f49-196cccfbdeb2,Doyle and Sons Subscription,0.01,Deannaville,2025-03-24T20:57:22.170459,True,platinum,USD,,
2b3f3ce0-2199-47cb-b5f5-1e4a11e9fe56,5a9a2812-b1d6-4c73-a320-ccaa1f0a46d9,Stevenson Ltd Entertainment,143.29,Robinsonburgh,2025-03-24T00:46:23.271180,False,platinum,USD,,
7bc46fcc-9dd1-4327-99fb-c41244791184,5b8e52fc-2f9b-4791-bc80-b21a4561a587,Palmer-Brown Restaurant,772.58,Lake Davidchester,2025-03-24T11:50:46.371652,True,credit,USD,,
608a2396-614b-40be-aef1-1841ec02e0ba,7acf97a0-93eb-40bb-a363-95244d84b1fb,Webb-Hall,601.56,West Dorothyfurt,2025-03-24T22:25:45.472972,True,debit,USD,,
5909c8c8-5b9f-447a-98bc-3aed02eae2b0,80699084-12b0-450e-b69e-8eb3136fb9e6,"Hernandez, Lewis and Reyes Grocery",386.91,New Kevinshire,2025-03-24T10:05:17.573643,True,virtual,USD,,
95433fe0-12fa-42b4-827e-82aaf285b6d0,683560ce-2505-4a75-9161-426d0917e5a2,"Butler, Schroeder and Barker Travel",51.51,Clineland,2025-03-24T11:00:26.674427,True,business,USD,,
