transaction_id,customer_id,merchant,amount,transaction_time,location,card_present,currency,is_fraud
tx96,cust96,Amazon,74.8477483764293,2023-04-07,Chicago,True,USD,0
tx97,cust97,Target,289.82238276087446,2023-04-08,Chicago,False,USD,0
tx98,cust98,Target,227.15584796827298,2023-04-09,Chicago,True,USD,0
tx99,cust99,Walmart,355.90005672991816,2023-04-10,Chicago,True,USD,0
tx100,cust0,Amazon,435.52895583951215,2023-04-11,Los Angeles,True,USD,0
tx101,cust1,Amazon,16.53707242691138,2023-04-12,Los Angeles,False,USD,0
tx102,cust2,Walmart,204.23327151911727,2023-04-13,Chicago,True,USD,1
tx103,cust3,Amazon,195.0751753497936,2023-04-14,Chicago,True,USD,0
tx104,cust4,Amazon,42.561366806530934,2023-04-15,Los Angeles,False,USD,0
tx105,cust5,Target,219.48920921912702,2023-04-16,New York,True,USD,0
tx106,cust6,Target,461.0653932694907,2023-04-17,Chicago,False,USD,0
tx107,cust7,Target,129.34837443624295,2023-04-18,Los Angeles,False,USD,0
tx108,cust8,Target,51.765703073943655,2023-04-19,Chicago,False,USD,0
tx109,cust9,Target,193.52845471552766,2023-04-20,New York,False,USD,0
tx110,cust10,Walmart,250.64165136552091,2023-04-21,Chicago,False,USD,0
tx111,cust11,Target,237.45902396984425,2023-04-22,Los Angeles,True,USD,0
tx112,cust12,Walmart,160.91059376749914,2023-04-23,Chicago,True,USD,0
tx113,cust13,Target,369.050117002566,2023-04-24,New York,True,USD,0
tx114,cust14,Target,187.59955396230734,2023-04-25,Los Angeles,False,USD,0
tx115,cust15,Amazon,27.024200733809842,2023-04-26,Chicago,False,USD,0
tx116,cust16,Walmart,184.78721368795462,2023-04-27,New York,True,USD,0
tx117,cust17,Target,220.62632165164644,2023-04-28,Chicago,False,USD,0
tx118,cust18,Target,97.78261367696729,2023-04-29,Chicago,False,USD,0
tx119,cust19,Amazon,107.47810742614273,2023-04-30,New York,False,USD,0
tx120,cust20,Amazon,10.47759362745165,2023-05-01,New York,True,USD,0
tx121,cust21,Amazon,346.31012556404613,2023-05-02,New York,True,USD,0
tx122,cust22,Amazon,322.9999877015999,2023-05-03,New York,True,USD,0
tx123,cust23,Target,424.9528202512112,2023-05-04,Los Angeles,True,USD,0
tx124,cust24,Target,126.06338301954283,2023-05-05,Los Angeles,True,USD,0
tx125,cust25,Amazon,141.7188837622782,2023-05-06,Los Angeles,False,USD,0
tx126,cust26,Walmart,18.16657819817493,2023-05-07,Chicago,False,USD,0
tx127,cust27,Walmart,301.1600292937121,2023-05-08,New York,True,USD,0
tx128,cust28,Walmart,268.5557825454671,2023-05-09,New York,False,USD,0
tx129,cust29,Walmart,282.70847272290274,2023-05-10,Chicago,True,USD,0
tx130,cust30,Target,215.93262896359823,2023-05-11,New York,True,USD,0
tx131,cust31,Amazon,445.8753597557854,2023-05-12,Chicago,True,USD,0
tx132,cust32,Walmart,62.65686132306222,2023-05-13,Chicago,False,USD,0
tx133,cust33,Target,304.0552100907649,2023-05-14,Los Angeles,False,USD,0
tx134,cust34,Amazon,243.45955787336604,2023-05-15,New York,True,USD,0
tx135,cust35,Walmart,224.7358489811882,2023-05-16,Los Angeles,False,USD,0
tx136,cust36,Amazon,323.0861867728754,2023-05-17,Chicago,True,USD,0
tx137,cust37,Target,55.669640186267856,2023-05-18,New York,False,USD,0
tx138,cust38,Amazon,412.6026502587881,2023-05-19,New York,False,USD,0
tx139,cust39,Target,474.02539894734787,2023-05-20,Chicago,True,USD,0
tx140,cust40,Amazon,259.9139872066253,2023-05-21,Chicago,True,USD,0
tx141,cust41,Target,138.69050205264085,2023-05-22,Chicago,False,USD,0
tx142,cust42,Amazon,486.86493856261836,2023-05-23,Chicago,False,USD,0
tx143,cust43,Walmart,347.11093216619685,2023-05-24,New York,True,USD,0
tx144,cust44,Amazon,128.61220465275778,2023-05-25,Los Angeles,True,USD,0
tx145,cust45,Amazon,445.4725205098801,2023-05-26,Los Angeles,True,USD,0
tx146,cust46,Target,278.3562780893707,2023-05-27,Chicago,True,USD,0
tx147,cust47,Amazon,310.90680446885455,2023-05-28,New York,False,USD,0
tx148,cust48,Amazon,42.02009720188264,2023-05-29,Chicago,False,USD,0
tx149,cust49,Target,142.70559301833583,2023-05-30,New York,False,USD,0
tx150,cust50,Target,312.11926530767755,2023-05-31,New York,False,USD,0
tx151,cust51,Amazon,223.03865923749728,2023-06-01,New York,True,USD,0
tx152,cust52,Walmart,337.9434569643407,2023-06-02,Chicago,True,USD,0
tx153,cust53,Target,315.5193151618226,2023-06-03,Chicago,False,USD,0
tx154,cust54,Walmart,100.52154998620198,2023-06-04,New York,True,USD,0
tx155,cust55,Target,358.9936076125553,2023-06-05,Chicago,False,USD,0
tx156,cust56,Amazon,440.99789486866774,2023-06-06,Los Angeles,True,USD,0
tx157,cust57,Target,397.97621925674054,2023-06-07,Los Angeles,False,USD,0
tx158,cust58,Target,58.948313230530225,2023-06-08,Los Angeles,False,USD,0
tx159,cust59,Walmart,357.86069493805434,2023-06-09,New York,True,USD,0
tx160,cust60,Amazon,350.11102805590724,2023-06-10,Los Angeles,False,USD,0
tx161,cust61,Target,253.45477372761897,2023-06-11,Chicago,False,USD,0
tx162,cust62,Walmart,354.96760017723307,2023-06-12,Chicago,False,USD,0
tx163,cust63,Target,306.40397207740534,2023-06-13,Los Angeles,True,USD,0
tx164,cust64,Walmart,150.49079023106074,2023-06-14,New York,True,USD,0
tx165,cust65,Walmart,130.91883020873203,2023-06-15,New York,False,USD,0
tx166,cust66,Target,413.9139715967602,2023-06-16,New York,False,USD,0
tx167,cust67,Walmart,339.36411821268075,2023-06-17,Chicago,False,USD,0
tx168,cust68,Amazon,240.82705483882035,2023-06-18,Chicago,False,USD,0
tx169,cust69,Target,51.17544771471694,2023-06-19,Los Angeles,False,USD,0
tx170,cust70,Walmart,189.56742624216685,2023-06-20,Chicago,True,USD,0
tx171,cust71,Target,178.2518356345738,2023-06-21,Los Angeles,True,USD,0
tx172,cust72,Amazon,165.31068347603502,2023-06-22,New York,False,USD,0
tx173,cust73,Amazon,133.58198406970962,2023-06-23,Los Angeles,False,USD,0
tx174,cust74,Walmart,497.5975119796885,2023-06-24,Chicago,True,USD,0
tx175,cust75,Amazon,145.71136914676944,2023-06-25,New York,True,USD,0
tx176,cust76,Target,165.12749634055908,2023-06-26,Chicago,False,USD,0
tx177,cust77,Amazon,109.69869241083545,2023-06-27,New York,False,USD,0
tx178,cust78,Target,19.41052393691442,2023-06-28,Los Angeles,True,USD,0
tx179,cust79,Target,129.75101064990884,2023-06-29,New York,True,USD,0
tx180,cust80,Amazon,481.83688918686653,2023-06-30,Chicago,True,USD,0
tx181,cust81,Target,422.85828300773073,2023-07-01,New York,False,USD,0
tx182,cust82,Target,313.90508274458927,2023-07-02,Chicago,False,USD,0
tx183,cust83,Walmart,266.5393018898877,2023-07-03,Chicago,True,USD,0
tx184,cust84,Target,328.5811051760776,2023-07-04,Los Angeles,True,USD,0
tx185,cust85,Amazon,50.65852727089669,2023-07-05,New York,True,USD,0
tx186,cust86,Amazon,247.1966765568589,2023-07-06,New York,True,USD,0
tx187,cust87,Walmart,137.60790178016634,2023-07-07,Chicago,True,USD,0
tx188,cust88,Amazon,152.27811960660537,2023-07-08,New York,True,USD,0
tx189,cust89,Walmart,222.22391363861325,2023-07-09,Los Angeles,True,USD,0
tx190,cust90,Walmart,104.882970157697,2023-07-10,Los Angeles,False,USD,0
tx191,cust91,Walmart,166.48548214144003,2023-07-11,Los Angeles,False,USD,0
tx192,cust92,Walmart,56.02884971867328,2023-07-12,Los Angeles,False,USD,0
tx193,cust93,Amazon,128.29930361585423,2023-07-13,Chicago,True,USD,0
tx194,cust94,Amazon,176.3879771866826,2023-07-14,New York,True,USD,0
tx195,cust95,Walmart,76.28307913168479,2023-07-15,Chicago,False,USD,0
tx196,cust96,Target,232.45183153722226,2023-07-16,New York,False,USD,0
tx197,cust97,Walmart,103.08565286856765,2023-07-17,Chicago,False,USD,0
tx198,cust98,Amazon,201.56751964105922,2023-07-18,Los Angeles,False,USD,0
tx199,cust99,Target,440.1726155571811,2023-07-19,Chicago,True,USD,1
tx200,cust0,Target,200.06648050932142,2023-07-20,Chicago,True,USD,0
tx201,cust1,Amazon,289.10449871579476,2023-07-21,Los Angeles,False,USD,0
tx202,cust2,Amazon,142.52628922034208,2023-07-22,Los Angeles,True,USD,0
tx203,cust3,Target,31.682972603921225,2023-07-23,Chicago,True,USD,0
tx204,cust4,Target,352.5204075469571,2023-07-24,New York,False,USD,0
tx205,cust5,Walmart,22.166326604825855,2023-07-25,New York,False,USD,0
tx206,cust6,Target,324.597649481628,2023-07-26,Los Angeles,False,USD,0
tx207,cust7,Amazon,89.622328605124,2023-07-27,Los Angeles,True,USD,0
tx208,cust8,Amazon,82.05016527616857,2023-07-28,New York,False,USD,0
tx209,cust9,Target,366.89211044827533,2023-07-29,Chicago,False,USD,0
tx210,cust10,Walmart,401.9571531334459,2023-07-30,New York,False,USD,0
tx211,cust11,Amazon,254.31097859910432,2023-07-31,New York,True,USD,0
tx212,cust12,Target,290.1372860982251,2023-08-01,New York,False,USD,0
tx213,cust13,Walmart,44.09312404162746,2023-08-02,New York,False,USD,0
tx214,cust14,Walmart,387.1786206595569,2023-08-03,Los Angeles,False,USD,0
tx215,cust15,Target,275.0754658369001,2023-08-04,Chicago,True,USD,0
tx216,cust16,Target,205.87162335556792,2023-08-05,New York,False,USD,0
tx217,cust17,Walmart,263.5499998476298,2023-08-06,New York,True,USD,0
tx218,cust18,Walmart,208.8344944273917,2023-08-07,Chicago,False,USD,0
tx219,cust19,Target,70.25293763227225,2023-08-08,New York,False,USD,0
tx220,cust20,Target,262.0189745320878,2023-08-09,Chicago,False,USD,0
tx221,cust21,Target,196.95389126008732,2023-08-10,Chicago,True,USD,0
tx222,cust22,Target,239.57195400214744,2023-08-11,Los Angeles,False,USD,0
tx223,cust23,Target,342.41845439415255,2023-08-12,Los Angeles,True,USD,0
tx224,cust24,Target,233.0693529430611,2023-08-13,New York,False,USD,0
tx225,cust25,Walmart,482.77649293358456,2023-08-14,New York,True,USD,0
tx226,cust26,Target,215.08667177343798,2023-08-15,Los Angeles,True,USD,0
tx227,cust27,Target,71.19447637400808,2023-08-16,Chicago,False,USD,0
tx228,cust28,Target,363.5975456025408,2023-08-17,Los Angeles,False,USD,0
tx229,cust29,Walmart,367.1108611147711,2023-08-18,Los Angeles,False,USD,0
tx230,cust30,Amazon,65.3250867696262,2023-08-19,Los Angeles,True,USD,0
tx231,cust31,Target,57.85030272466986,2023-08-20,Los Angeles,False,USD,0
tx232,cust32,Walmart,191.84081855898378,2023-08-21,Los Angeles,False,USD,0
tx233,cust33,Amazon,352.8193262127835,2023-08-22,Los Angeles,True,USD,0
tx234,cust34,Target,55.3669163004933,2023-08-23,New York,False,USD,1
tx235,cust35,Target,236.6067704991888,2023-08-24,New York,False,USD,0
tx236,cust36,Amazon,324.0072278790366,2023-08-25,Chicago,False,USD,0
tx237,cust37,Amazon,292.14979233055453,2023-08-26,Chicago,False,USD,0
tx238,cust38,Target,146.66991555601786,2023-08-27,Chicago,False,USD,0
tx239,cust39,Target,91.59064606014458,2023-08-28,Los Angeles,True,USD,0
tx240,cust40,Amazon,299.74558789906524,2023-08-29,Los Angeles,False,USD,0
tx241,cust41,Walmart,120.68282430459445,2023-08-30,Chicago,True,USD,0
tx242,cust42,Walmart,456.5132670596296,2023-08-31,Chicago,True,USD,0
tx243,cust43,Walmart,406.79557196285367,2023-09-01,Los Angeles,False,USD,0
tx244,cust44,Amazon,216.48861980801743,2023-09-02,Los Angeles,False,USD,0
tx245,cust45,Amazon,371.1758141470802,2023-09-03,Chicago,True,USD,0
tx246,cust46,Target,113.9581247650292,2023-09-04,Chicago,False,USD,0
tx247,cust47,Walmart,277.9307588400149,2023-09-05,Chicago,True,USD,0
tx248,cust48,Walmart,490.4227476105032,2023-09-06,Los Angeles,True,USD,0
tx249,cust49,Target,66.30404444034846,2023-09-07,New York,False,USD,0
tx250,cust50,Walmart,264.0662169491875,2023-09-08,New York,False,USD,0
tx251,cust51,Target,385.7331949485021,2023-09-09,Chicago,False,USD,0
tx252,cust52,Amazon,338.58636704668754,2023-09-10,Los Angeles,False,USD,0
tx253,cust53,Target,240.5818899595317,2023-09-11,Los Angeles,True,USD,0
tx254,cust54,Walmart,443.386113934095,2023-09-12,Los Angeles,False,USD,0
tx255,cust55,Target,214.75026400811964,2023-09-13,New York,False,USD,0
tx256,cust56,Amazon,444.30627022835745,2023-09-14,Chicago,False,USD,0
tx257,cust57,Target,497.423145822444,2023-09-15,Los Angeles,False,USD,0
tx258,cust58,Target,221.49726804813403,2023-09-16,Chicago,True,USD,0
tx259,cust59,Target,182.75883904119434,2023-09-17,Chicago,True,USD,0
tx260,cust60,Target,398.1317564818787,2023-09-18,Chicago,True,USD,0
tx261,cust61,Walmart,41.3846391941824,2023-09-19,Los Angeles,False,USD,0
tx262,cust62,Amazon,253.5501794943807,2023-09-20,Los Angeles,True,USD,0
tx263,cust63,Target,80.93152211738487,2023-09-21,New York,False,USD,0
tx264,cust64,Amazon,128.9141011713103,2023-09-22,Chicago,False,USD,0
tx265,cust65,Target,304.8125033612269,2023-09-23,Los Angeles,False,USD,0
tx266,cust66,Target,21.64438782113224,2023-09-24,Los Angeles,True,USD,0
tx267,cust67,Target,204.0604554234122,2023-09-25,New York,True,USD,0
tx268,cust68,Amazon,336.21011068635454,2023-09-26,Chicago,True,USD,0
tx269,cust69,Amazon,254.4665100283127,2023-09-27,New York,True,USD,0
tx270,cust70,Target,195.09316655084817,2023-09-28,Los Angeles,False,USD,0
tx271,cust71,Walmart,181.63172114613764,2023-09-29,Chicago,False,USD,0
tx272,cust72,Target,471.1140642828828,2023-09-30,New York,False,USD,0
tx273,cust73,Walmart,36.34978611009902,2023-10-01,New York,True,USD,0
tx274,cust74,Amazon,392.27711963728126,2023-10-02,New York,False,USD,0
tx275,cust75,Target,204.9670011609398,2023-10-03,Chicago,True,USD,0
tx276,cust76,Target,84.00695811924737,2023-10-04,Chicago,False,USD,0
tx277,cust77,Target,248.4094602165551,2023-10-05,New York,False,USD,0
tx278,cust78,Amazon,309.4091002666819,2023-10-06,Los Angeles,True,USD,0
tx279,cust79,Target,464.9487662105333,2023-10-07,New York,True,USD,0
tx280,cust80,Target,140.38058670559067,2023-10-08,Los Angeles,False,USD,0
tx281,cust81,Amazon,368.55046406260715,2023-10-09,Chicago,False,USD,0
tx282,cust82,Target,311.28488753855714,2023-10-10,New York,False,USD,0
tx283,cust83,Amazon,43.357902280361806,2023-10-11,Chicago,False,USD,0
tx284,cust84,Walmart,44.272172617605285,2023-10-12,New York,True,USD,0
tx285,cust85,Target,150.4591493704842,2023-10-13,New York,False,USD,0
tx286,cust86,Walmart,20.78669876081524,2023-10-14,New York,True,USD,0
tx287,cust87,Amazon,458.0686512362004,2023-10-15,New York,True,USD,0
tx288,cust88,Walmart,458.0408959150341,2023-10-16,New York,True,USD,0
tx289,cust89,Target,234.62787934814236,2023-10-17,Los Angeles,True,USD,0
tx290,cust90,Amazon,193.0616244019894,2023-10-18,Los Angeles,True,USD,0
tx291,cust91,Walmart,467.762110065822,2023-10-19,New York,False,USD,0
tx292,cust92,Walmart,179.22125689863432,2023-10-20,Los Angeles,True,USD,0
tx293,cust93,Walmart,185.44685500778527,2023-10-21,Los Angeles,False,USD,0
tx294,cust94,Walmart,85.28624432147456,2023-10-22,Los Angeles,True,USD,1
tx295,cust95,Amazon,474.0628331109605,2023-10-23,Los Angeles,False,USD,0
tx296,cust96,Walmart,19.079332615726795,2023-10-24,Los Angeles,False,USD,0
tx297,cust97,Walmart,144.84791963376847,2023-10-25,New York,False,USD,0
tx298,cust98,Amazon,71.11935334287071,2023-10-26,New York,False,USD,0
tx299,cust99,Target,68.88649744059805,2023-10-27,Chicago,True,USD,0
tx300,cust0,Amazon,436.69767241617836,2023-10-28,Los Angeles,True,USD,0
tx301,cust1,Target,218.89145648703996,2023-10-29,New York,False,USD,0
tx302,cust2,Target,132.33761400545703,2023-10-30,New York,False,USD,0
tx303,cust3,Walmart,154.74137763899742,2023-10-31,Chicago,True,USD,0
tx304,cust4,Walmart,241.05183572583232,2023-11-01,New York,False,USD,0
tx305,cust5,Walmart,24.66428969732491,2023-11-02,Los Angeles,True,USD,0
tx306,cust6,Target,17.738136759452992,2023-11-03,Los Angeles,True,USD,0
tx307,cust7,Walmart,329.7658655278545,2023-11-04,Los Angeles,True,USD,0
tx308,cust8,Walmart,297.2612393397444,2023-11-05,Chicago,False,USD,0
tx309,cust9,Target,327.2594771279973,2023-11-06,New York,False,USD,0
tx310,cust10,Target,427.67194269000765,2023-11-07,New York,False,USD,0
tx311,cust11,Target,141.12176743855125,2023-11-08,New York,True,USD,0
tx312,cust12,Walmart,93.11818914213931,2023-11-09,Los Angeles,True,USD,0
tx313,cust13,Amazon,286.01957012365693,2023-11-10,New York,False,USD,0
tx314,cust14,Target,318.7869403431633,2023-11-11,Chicago,True,USD,0
tx315,cust15,Walmart,465.6115691225597,2023-11-12,Chicago,False,USD,0
tx316,cust16,Target,448.35179238739727,2023-11-13,Los Angeles,True,USD,0
tx317,cust17,Walmart,487.8518085859639,2023-11-14,New York,True,USD,0
tx318,cust18,Amazon,393.59769175628674,2023-11-15,Chicago,False,USD,0
tx319,cust19,Amazon,110.12596600120149,2023-11-16,New York,False,USD,0
tx320,cust20,Walmart,214.45326169276808,2023-11-17,New York,False,USD,0
tx321,cust21,Target,309.0819690428252,2023-11-18,Los Angeles,False,USD,0
tx322,cust22,Walmart,301.9184233725601,2023-11-19,New York,True,USD,0
tx323,cust23,Target,494.01010429573336,2023-11-20,Los Angeles,True,USD,0
tx324,cust24,Amazon,474.1109594352366,2023-11-21,Los Angeles,True,USD,0
tx325,cust25,Amazon,428.21735696087393,2023-11-22,New York,False,USD,0
tx326,cust26,Walmart,32.50351927820485,2023-11-23,New York,False,USD,0
tx327,cust27,Walmart,376.7166769206664,2023-11-24,Los Angeles,False,USD,0
tx328,cust28,Target,356.0741817337546,2023-11-25,Los Angeles,True,USD,1
tx329,cust29,Target,444.3073574430203,2023-11-26,Los Angeles,True,USD,0
tx330,cust30,Amazon,364.046476236846,2023-11-27,New York,False,USD,0
tx331,cust31,Target,139.75274383665504,2023-11-28,New York,False,USD,1
tx332,cust32,Walmart,274.5329115031498,2023-11-29,New York,False,USD,0
tx333,cust33,Walmart,433.2647376953039,2023-11-30,New York,True,USD,0
tx334,cust34,Walmart,315.08367692950236,2023-12-01,Chicago,True,USD,0
tx335,cust35,Amazon,425.04895429621126,2023-12-02,New York,True,USD,0
tx336,cust36,Walmart,247.29147022938417,2023-12-03,Chicago,False,USD,0
tx337,cust37,Walmart,146.00515574957632,2023-12-04,Chicago,False,USD,0
tx338,cust38,Walmart,117.73670970339994,2023-12-05,Los Angeles,True,USD,0
tx339,cust39,Amazon,435.9340430602478,2023-12-06,New York,False,USD,0
tx340,cust40,Amazon,11.583483736980163,2023-12-07,Los Angeles,False,USD,0
tx341,cust41,Amazon,26.313948972133844,2023-12-08,Los Angeles,True,USD,0
tx342,cust42,Amazon,233.9338969030939,2023-12-09,Los Angeles,False,USD,0
tx343,cust43,Walmart,194.4889145440359,2023-12-10,Chicago,True,USD,0
tx344,cust44,Target,34.8186286274145,2023-12-11,Los Angeles,True,USD,0
tx345,cust45,Target,295.5527275543287,2023-12-12,Los Angeles,True,USD,0
tx346,cust46,Walmart,16.688931122885286,2023-12-13,Chicago,True,USD,0
tx347,cust47,Target,290.3629636229531,2023-12-14,Los Angeles,False,USD,0
tx348,cust48,Walmart,141.37110724071826,2023-12-15,New York,True,USD,0
tx349,cust49,Walmart,294.52065112077395,2023-12-16,Chicago,True,USD,0
tx350,cust50,Walmart,327.7614832617888,2023-12-17,Los Angeles,False,USD,0
tx351,cust51,Amazon,257.6985686074309,2023-12-18,Chicago,True,USD,0
tx352,cust52,Target,320.2277111466274,2023-12-19,Chicago,True,USD,0
tx353,cust53,Target,411.0236854418498,2023-12-20,Los Angeles,False,USD,0
